outcome_id,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,outcome_order,outcome_category_if_stated,text_exact,verb_or_action,knowledge_area_candidate,source_file,confidence,notes
OMA717_v01_LO_003,OMA717_LO_003,baseline,OMA717,OMA717_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA717,Examensarbete inom anestesisjuksköterskans kunskapsområde,3,Färdighet och förmåga,"visa förmåga att integrera kunskap och självständigt identifiera och formulera en problemställning utifrån aktuellt forskningsläge och teorier med relevans för huvudområdet Mips:feduhig selocs/svsykabuabourselOMATI7 vakt tom=2025-01-20 --- OCR page 2 --- Avisa förmåga att argumentera för val av vetenskaplig metod, dess relevans för valt problemområde och forskningsetiska överväganden",visa,missing,Kurs4_Anestesi_OMA717.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA717_v01_LO_004,OMA717_LO_004,baseline,OMA717,OMA717_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA717,Examensarbete inom anestesisjuksköterskans kunskapsområde,8,Färdighet och förmåga,visa förmåga att skriftligt redogöra för resultatet,visa,missing,Kurs4_Anestesi_OMA717.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA717_v01_LO_005,OMA717_LO_005,baseline,OMA717,OMA717_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA717,Examensarbete inom anestesisjuksköterskans kunskapsområde,6,Färdighet och förmåga,visa förmåga att diskutera och relatera resultatet till tidigare forskning samt relevant teori eller modell samt argumentera för slutsatser Tvisa förmåga att med adekvata metoder genomföra och rapportera samt försvara ett examensarbete inom givna tidsramar,visa,examensarbete,Kurs4_Anestesi_OMA717.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA717_v01_LO_006,OMA717_LO_006,baseline,OMA717,OMA717_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA717,Examensarbete inom anestesisjuksköterskans kunskapsområde,8,Värderingsförmåga och förhållningssätt,tillämpa förvärvade kunskaper om vetenskapsteori och vetenskapsmetodik genom en kritisk granskning av ett annat examensarbete och en argumenterande dialog med författarna till arbetet,tillämpa,examensarbete,Kurs4_Anestesi_OMA717.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA717_v01_LO_007,OMA717_LO_007,baseline,OMA717,OMA717_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA717,Examensarbete inom anestesisjuksköterskans kunskapsområde,9,Värderingsförmåga och förhållningssätt,"visa förmåga att inom examensarbetet göra bedömningar med hänsyn till relevanta vetenskapliga, samhälleliga och etiska aspekter",visa,etik,Kurs4_Anestesi_OMA717.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA717_v01_LO_008,OMA717_LO_008,baseline,OMA717,OMA717_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA717,Examensarbete inom anestesisjuksköterskans kunskapsområde,10,Värderingsförmåga och förhållningssätt,visa insikt om vetenskapens möjligheter och begränsningar och examensarbetets styrkor och svagheter Y!. visa förmåga att identifiera behov av ytterligare kunskap inom området och kliniska tillämpningar utifrån examensarbetets huvudresi,visa,missing,Kurs4_Anestesi_OMA717.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA081_v01_LO_001,OMA081_LO_001,baseline,OMA081,OMA081_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning intensivvård,Avancerad nivå,OMA081,Avancerad omvårdnad med inriktning mot intensivvård I,1,missing,identifiera och förklara hur svikt i olika organsystem och individuella faktorer kan påverka de normala vitala fysiologiska funktionerna,identifiera,missing,Kurs1_IVA_OMA081.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA081_v01_LO_002,OMA081_LO_002,baseline,OMA081,OMA081_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning intensivvård,Avancerad nivå,OMA081,Avancerad omvårdnad med inriktning mot intensivvård I,2,missing,förklara begreppen farmakokinetik och farmakodynamik,förklara,missing,Kurs1_IVA_OMA081.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA081_v01_LO_003,OMA081_LO_003,baseline,OMA081,OMA081_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning intensivvård,Avancerad nivå,OMA081,Avancerad omvårdnad med inriktning mot intensivvård I,3,missing,förklara verkningsmekanismer och biverkningar avseende vanligt förekommande läkemedel som används inom intensivvård,förklara,läkemedel/farmakologi; intensivvård,Kurs1_IVA_OMA081.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA081_v01_LO_004,OMA081_LO_004,baseline,OMA081,OMA081_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning intensivvård,Avancerad nivå,OMA081,Avancerad omvårdnad med inriktning mot intensivvård I,4,missing,"redogöra för etiologi, patofysiologi och diagnostik vid specifika sjukdomstillstånd och organsviktsamt motivera val av övervakning och medicinska behandlingsätgärder utifrån ett fysiologiskt och patofysiologiskt perspektiv Mips:feduNig selocs/svsykabuabourse/ OMADS 1 7vakd-tom=2025-01-20 --- OCR page 2 ---",redogöra,missing,Kurs1_IVA_OMA081.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA081_v01_LO_005,OMA081_LO_005,baseline,OMA081,OMA081_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning intensivvård,Avancerad nivå,OMA081,Avancerad omvårdnad med inriktning mot intensivvård I,5,missing,"redogöra för specifik farmakologi av vanligt förekommande läkemedel inom intensivvård, motivera val av dessa utifrån ett fysiologiskt och patofysiologiskt perspektiv samt utvärdera dess effekter",redogöra,läkemedel/farmakologi; intensivvård,Kurs1_IVA_OMA081.pdf,medium,extraction_method=ocr_swe_70dpi_cached
